"county_fips","state","county","total_population","median_household_income","poverty_rate","median_age","median_gross_rent"
"19085","Iowa","Harrison",14645,77027,7.5034770514603615,41.9,854
"19087","Iowa","Henry",20228,64604,12.084722072895387,40.5,770
"19089","Iowa","Howard",9459,67336,8.401727861771057,39.3,699
"19091","Iowa","Humboldt",9573,66994,13.685880486515071,41.8,731
"19093","Iowa","Ida",6944,62841,10.352975926746419,42.3,669
"19095","Iowa","Iowa",16547,72185,9.215854706098908,42.2,722
"19097","Iowa","Jackson",19429,71605,10.306537378792619,44.2,800
"19099","Iowa","Jasper",37864,70128,8.160208581810114,41.4,822
"19101","Iowa","Jefferson",15676,56824,14.55373530011556,43.5,881
"19103","Iowa","Johnson",154881,74721,16.74275566925437,30.8,1104
"19105","Iowa","Jones",20799,73071,10.431488969647337,43.0,759
"19107","Iowa","Keokuk",9964,60856,11.971472236372898,42.8,822
"19109","Iowa","Kossuth",14610,65656,9.649734859056656,45.0,859
"19111","Iowa","Lee",33175,59803,13.040746442147592,43.7,814
"19113","Iowa","Linn",229463,76421,9.857660132351105,38.5,915
"19115","Iowa","Louisa",10710,80223,9.86835874609338,41.8,797
"19117","Iowa","Lucas",8685,67921,16.480316794782205,43.3,738
"19119","Iowa","Lyon",12087,72881,5.3250461951957,38.1,802
"19121","Iowa","Madison",16760,89542,6.803912098526927,41.0,938
"19123","Iowa","Mahaska",22045,69019,11.851052853726024,39.1,821
"19125","Iowa","Marion",33551,78059,7.06607154083108,39.7,880
"19127","Iowa","Marshall",39971,72785,11.066242137143744,38.7,860
"19129","Iowa","Mills",14563,87810,6.869963878855237,42.6,888
"19131","Iowa","Mitchell",10548,68704,6.892884764114463,42.2,739
"19133","Iowa","Monona",8619,62944,11.220847215611613,44.7,795
"19135","Iowa","Monroe",7546,72518,9.16858809168588,42.1,787
"19137","Iowa","Montgomery",10254,63190,11.959768970324637,43.8,782
"19139","Iowa","Muscatine",42735,69512,11.566391276398182,39.1,966
"19141","Iowa","O'Brien",14103,68216,13.813553193028133,39.8,770
"19143","Iowa","Osceola",6114,69138,16.333666333666333,43.5,796
"19145","Iowa","Page",15168,57752,13.426782410701579,45.0,731
"19147","Iowa","Palo Alto",8902,68963,11.71792772775114,41.5,599
"19149","Iowa","Plymouth",25699,81600,6.762254611525852,41.1,865
"19151","Iowa","Pocahontas",7040,63423,8.696283391405341,43.9,743
"19153","Iowa","Polk",497441,81621,10.061167148595857,36.2,1113
"19155","Iowa","Pottawattamie",93407,71446,10.899047367028313,40.1,970
"19157","Iowa","Poweshiek",18582,64837,11.108493344327954,40.8,864
"19159","Iowa","Ringgold",4664,69821,9.009613234965348,44.6,745
"19161","Iowa","Sac",9759,70991,7.913443445536274,45.3,643
"19163","Iowa","Scott",174302,76363,11.645805936501972,39.0,958
"19165","Iowa","Shelby",11757,67690,8.53351834186107,45.1,810
"19167","Iowa","Sioux",35984,84736,6.434602281143534,34.0,888
"19169","Iowa","Story",98592,69006,18.593710167095416,27.0,1019
"19171","Iowa","Tama",16982,67955,15.351194786386676,41.8,865
"19173","Iowa","Taylor",5901,67279,10.355540214014498,43.6,707
"19175","Iowa","Union",12038,56813,12.6032530017883,40.6,683
"19177","Iowa","Van Buren",7236,60183,12.22206684379807,44.8,686
"19179","Iowa","Wapello",35265,60034,16.71468901888879,39.9,950
"19181","Iowa","Warren",53484,92990,5.350478584549937,38.7,975
"19183","Iowa","Washington",22539,71339,8.480245909049815,40.3,862
"19185","Iowa","Wayne",6518,59118,15.017971558055946,42.0,660
"19187","Iowa","Webster",36848,68054,11.723611600328754,39.8,762
"19189","Iowa","Winnebago",10648,63719,9.830845771144277,41.7,712
"19191","Iowa","Winneshiek",19972,75652,7.890222984562607,42.2,800
"19193","Iowa","Woodbury",105760,70147,13.33572759745302,36.2,946
"19195","Iowa","Worth",7380,76875,7.30869624948482,44.3,703
"19197","Iowa","Wright",12817,64033,14.750730820889627,39.8,788
"20001","Kansas","Allen",12491,57618,13.111757374324887,41.3,685
"20003","Kansas","Anderson",7819,64925,10.903426791277258,40.4,792
"20005","Kansas","Atchison",16211,62164,12.776563780387873,36.4,756
"20007","Kansas","Barber",4153,57615,17.644159684573683,42.6,743
"20009","Kansas","Barton",25275,56733,14.738035468458985,38.8,742
"20011","Kansas","Bourbon",14384,67555,11.776889015854877,38.8,784
"20013","Kansas","Brown",9415,58886,14.209378407851691,42.0,675
"20015","Kansas","Butler",67916,80375,9.034421997928806,38.3,984
"20017","Kansas","Chase",2579,54518,10.496338486574452,44.5,758
"20019","Kansas","Chautauqua",3370,54592,16.867469879518072,45.3,713
"20021","Kansas","Cherokee",19236,58274,13.05700574803565,42.0,801
"20023","Kansas","Cheyenne",2628,55765,17.413127413127413,39.8,703
"20025","Kansas","Clark",1987,65515,9.447983014861997,46.5,771
"20027","Kansas","Clay",8071,63136,12.925342813610971,43.1,911
"20029","Kansas","Cloud",8973,57333,10.156525832646816,39.4,689
"20031","Kansas","Coffey",8304,67377,9.556397409263106,44.0,842
"20033","Kansas","Comanche",1685,49417,11.179740580605312,50.8,672
"20035","Kansas","Cowley",34487,58263,13.856920684292378,38.1,779
"20037","Kansas","Crawford",38963,50311,20.79834194659776,33.8,837
"20039","Kansas","Decatur",2746,52030,12.960180315552217,52.1,695
"20041","Kansas","Dickinson",18423,67982,8.823366402482957,42.1,809
"20043","Kansas","Doniphan",7492,72833,9.800148038490008,41.3,801
"20045","Kansas","Douglas",119547,68756,15.204204690678042,31.3,1066
"20047","Kansas","Edwards",2817,53792,16.424945612762873,44.3,732
"20049","Kansas","Elk",2464,56087,16.721044045676997,49.6,534
"20051","Kansas","Ellis",28870,59889,17.734187349879903,32.5,899
"20053","Kansas","Ellsworth",6366,66792,8.451492537313433,43.7,705
"20055","Kansas","Finney",38001,72437,11.691208082545142,32.1,991
"20057","Kansas","Ford",34133,70495,14.374416011092023,31.9,960
"20059","Kansas","Franklin",25994,72142,9.645210939658234,40.1,949
"20061","Kansas","Geary",35895,57344,19.267108928520145,27.1,1119
"20063","Kansas","Gove",2796,63203,4.083120670798396,41.7,730
"20065","Kansas","Graham",2406,52909,11.261071277941797,46.1,726
"20067","Kansas","Grant",7284,72484,5.421184320266889,32.9,696
"20069","Kansas","Gray",5696,77885,6.945955749002539,36.6,833
"20071","Kansas","Greeley",1296,78819,10,39.9,915
"20073","Kansas","Greenwood",5956,58276,14.86716621253406,48.4,710
"20075","Kansas","Hamilton",2485,61929,3.7171717171717176,36.4,778
"20077","Kansas","Harper",5446,55417,15.277516462841016,40.8,693
"20079","Kansas","Harvey",33823,73269,7.959710109323178,40.2,891
"20081","Kansas","Haskell",3695,69138,10.75597554196776,38.0,776
"20083","Kansas","Hodgeman",1676,63125,6.043956043956044,45.9,900
"20085","Kansas","Jackson",13277,72703,9.089520317751298,41.0,856
"20087","Kansas","Jefferson",18391,77393,6.316079295154185,43.8,844
"20089","Kansas","Jewell",2909,52344,12.816950329975684,50.3,591
"20091","Kansas","Johnson",614764,107261,5.334296953918678,38.3,1385
"20093","Kansas","Kearny",3910,74135,6.0637741766858335,37.5,1137
"20095","Kansas","Kingman",7284,59819,9.375874615169327,43.4,807
"20097","Kansas","Kiowa",2422,73214,5.658669081032141,41.2,728
"20099","Kansas","Labette",19949,55439,16.074467536485997,41.4,729
"20101","Kansas","Lane",1497,53042,8.120805369127517,48.9,497
"20103","Kansas","Leavenworth",82493,86906,8.640520166826413,38.3,1138
"20105","Kansas","Lincoln",2924,53546,11.869126348764357,44.1,604
"20107","Kansas","Linn",9723,59200,10.681130697819965,45.5,682
"20109","Kansas","Logan",2720,71389,13.19212188777406,41.1,796
"20111","Kansas","Lyon",32145,59078,15.157461318235917,33.1,796
"20113","Kansas","McPherson",30130,77701,9.08706529015891,39.1,889
"20115","Kansas","Marion",11795,63438,10.030892240596039,43.7,727
"20117","Kansas","Marshall",10001,70828,9.358343583435834,42.6,670
"20119","Kansas","Meade",3949,74868,6.619937694704049,37.5,799
"20121","Kansas","Miami",34625,88000,6.666470622831265,41.8,1101
"20123","Kansas","Mitchell",5767,58233,12.473347547974413,43.3,653
"20125","Kansas","Montgomery",31143,53242,16.282076785359063,40.3,759
"20127","Kansas","Morris",5388,56716,12.77117524995284,48.7,711
"20129","Kansas","Morton",2647,65625,14.7788983708301,43.7,637
"20131","Kansas","Nemaha",10213,77375,7.720291026677445,40.0,726
"20133","Kansas","Neosho",15715,55704,15.404871626069783,40.3,650
"20135","Kansas","Ness",2659,66107,11.406551059730251,46.1,653
"20137","Kansas","Norton",5392,50305,8.528542187855356,40.2,642
"20139","Kansas","Osage",15780,70216,10.998841549749002,42.8,810
"20141","Kansas","Osborne",3473,59408,12.455410225921522,46.8,591
"20143","Kansas","Ottawa",5782,76755,12.115316590024761,42.5,738
"20145","Kansas","Pawnee",6220,63625,11.223924681558058,44.9,806
"20147","Kansas","Phillips",4874,61235,13.842931937172775,44.6,621
"20149","Kansas","Pottawatomie",25808,87694,7.1111460338663415,36.2,1011
"20151","Kansas","Pratt",9120,64348,9.548978153629315,38.2,810
"20153","Kansas","Rawlins",2533,65000,10.092110532639168,47.0,823
"20155","Kansas","Reno",61693,60498,12.436974789915967,40.7,857
"20157","Kansas","Republic",4662,53611,14.592933947772657,46.0,638
"20159","Kansas","Rice",9389,63947,7.362524294043673,39.0,717
"20161","Kansas","Riley",71710,59560,22.03558602677114,25.2,1065
"20163","Kansas","Rooks",4869,61596,5.317545748116254,46.0,679
"20165","Kansas","Rush",2957,60288,11.419645956265185,46.0,700
"20167","Kansas","Russell",6717,53902,15.349334964072773,45.3,722
"20169","Kansas","Saline",53801,63316,12.343248203089157,39.8,915
"20171","Kansas","Scott",5071,67788,8.838435029393878,39.3,861
"20173","Kansas","Sedgwick",524810,67675,14.042854956182078,35.9,977
"20175","Kansas","Seward",21640,62269,12.977493774373913,31.0,924
"20177","Kansas","Shawnee",178315,66043,12.368945000057543,39.6,970
"20179","Kansas","Sheridan",2442,70000,10.439105219552609,43.4,663
"20181","Kansas","Sherman",5919,64444,10.028808066258552,38.9,852
"20183","Kansas","Smith",3579,57024,7.836990595611286,50.0,601
"20185","Kansas","Stafford",4004,63786,10.81219574686139,42.1,613
"20187","Kansas","Stanton",2018,70361,12.877263581488934,36.5,691
"20189","Kansas","Stevens",5212,61909,15.282131661442005,38.0,930
"20191","Kansas","Sumner",22386,60348,10.7548032936871,41.2,829
"20193","Kansas","Thomas",7913,73575,6.891025641025641,35.3,753
"20195","Kansas","Trego",2778,73375,5.510355029585798,47.7,694
"20197","Kansas","Wabaunsee",6961,70536,7.054673721340388,43.2,771
"20199","Kansas","Wallace",1459,60263,12.822299651567945,47.2,578
"20201","Kansas","Washington",5519,62452,8.118081180811808,43.9,547
"20203","Kansas","Wichita",2115,71282,16.316793893129773,38.7,738
"20205","Kansas","Wilson",8559,57056,15.790722505635307,42.3,727
"20207","Kansas","Woodson",3118,48152,12.309191295875284,49.9,597
"20209","Kansas","Wyandotte",167277,60582,17.500166276672292,34.2,1070
"21001","Kentucky","Adair",19016,50316,18.043759491534956,40.1,775
"21003","Kentucky","Allen",21029,59029,15.04121872438895,40.7,750
"21005","Kentucky","Anderson",24098,71747,12.46758678377248,42.1,870
"21007","Kentucky","Ballard",7678,64740,13.77340948333112,44.2,826
"21009","Kentucky","Barren",44670,49171,21.046976797348268,40.1,784
"21011","Kentucky","Bath",12812,54128,23.45795866855971,39.0,600
"21013","Kentucky","Bell",23878,32403,27.104864864864865,41.2,617
"21015","Kentucky","Boone",137676,94752,6.597734022659774,37.7,1253
"21017","Kentucky","Bourbon",20174,56322,13.66783743100853,42.0,745
"21019","Kentucky","Boyd",48043,60659,17.719538431449248,42.4,839
"21021","Kentucky","Boyle",30708,61635,14.204974981100833,39.5,770
"21023","Kentucky","Bracken",8427,59521,20.108043217286912,42.0,748
"21025","Kentucky","Breathitt",13438,41101,28.163265306122447,43.0,543
"21027","Kentucky","Breckinridge",20722,53673,21.319222249569282,42.2,730
"21029","Kentucky","Bullitt",83209,77640,9.528414791890814,41.3,973
"21031","Kentucky","Butler",12373,52003,18.57868866116804,41.1,688
"21033","Kentucky","Caldwell",12631,57618,13.866858928142273,42.3,724
"21035","Kentucky","Calloway",37882,51854,17.238215391673357,35.4,828
"21037","Kentucky","Campbell",93193,77271,10.752022635837129,39.0,1079
"21039","Kentucky","Carlisle",4763,62019,16.670215030870768,43.6,792
"21041","Kentucky","Carroll",10878,57753,18.896968552271225,38.5,853
"21043","Kentucky","Carter",26515,50389,19.565974236973425,41.8,701
"21045","Kentucky","Casey",15951,41689,24.440719489394624,41.5,645
"21047","Kentucky","Christian",72599,54190,17.21830671781604,28.6,999
"21049","Kentucky","Clark",37004,67824,12.943413908106171,40.8,883
"21051","Kentucky","Clay",20105,39607,31.76495980143528,40.6,698
"21053","Kentucky","Clinton",9240,42168,18.415841584158414,42.5,629
"21055","Kentucky","Crittenden",8972,47003,18.10048176187199,42.8,618
"21057","Kentucky","Cumberland",5948,39662,33.89628113271921,45.1,553
"21059","Kentucky","Daviess",103195,65323,15.246154611976703,38.7,906
"21061","Kentucky","Edmonson",12243,54512,16.82552838789888,45.3,739
"21063","Kentucky","Elliott",7336,40074,27.161100196463657,44.4,427
"21065","Kentucky","Estill",14079,43905,21.96415770609319,44.3,689
"21067","Kentucky","Fayette",321122,67631,15.683673007099818,35.2,1101
"21069","Kentucky","Fleming",15221,49663,22.93094359515024,41.0,677
"21071","Kentucky","Floyd",35342,41582,26.6,43.1,713
"21073","Kentucky","Franklin",51563,66470,13.414022199474118,40.6,946
"21075","Kentucky","Fulton",6440,36834,25.68947906026558,41.2,542
"21077","Kentucky","Gallatin",8749,62247,14.428091319967551,39.7,858
"21079","Kentucky","Garrard",17346,62572,17.07673426450821,42.9,793
"21081","Kentucky","Grant",25238,67940,12.27525598645489,36.4,855
"21083","Kentucky","Graves",36612,50576,20.52148854221508,40.0,713
"21085","Kentucky","Grayson",26586,49893,19.29750479846449,40.3,653
"21087","Kentucky","Green",11278,41087,21.483283770388393,45.2,612
"21089","Kentucky","Greenup",35639,59613,15.102308724066093,43.9,836
"21091","Kentucky","Hancock",9032,66836,15.881424706943193,41.5,752
"21093","Kentucky","Hardin",111452,67608,11.665388276391058,37.4,947
"21095","Kentucky","Harlan",26185,37198,27.234142890827634,41.2,651
"21097","Kentucky","Harrison",18971,63205,16.37215817261071,42.4,755
"21099","Kentucky","Hart",19470,49653,21.22091489473962,40.6,692
"21101","Kentucky","Henderson",44493,58239,15.446016927770259,41.0,794
"21103","Kentucky","Henry",15774,60736,16.608157273249503,41.6,871
"21105","Kentucky","Hickman",4470,63750,20.82070412683609,46.4,717
"21107","Kentucky","Hopkins",45143,57610,19.16106235039325,41.3,841
"21109","Kentucky","Jackson",13003,41410,23.020401782224653,40.6,758
"21111","Kentucky","Jefferson",777392,67849,14.526133381570702,38.4,1097
"21113","Kentucky","Jessamine",53792,74886,10.497682081146316,38.7,994
"21115","Kentucky","Johnson",22464,43014,23.366065311715005,42.0,698
"21117","Kentucky","Kenton",169817,79421,11.934501504823764,37.8,1018
"21119","Kentucky","Knott",14046,37736,25.921004060538944,44.4,731
"21121","Kentucky","Knox",30034,33153,36.733230926779314,39.8,631
"21123","Kentucky","Larue",15028,67770,18.889265154080594,41.3,816
"21125","Kentucky","Laurel",62731,56999,21.312359110065668,39.9,789
"21127","Kentucky","Lawrence",16171,45584,21.980691373403925,42.0,729
"21129","Kentucky","Lee",7375,34182,28.870421668205605,43.4,593
"21131","Kentucky","Leslie",10261,40176,27.296614451743306,42.2,520
"21133","Kentucky","Letcher",21146,40501,26.761039713982026,43.3,651
"21135","Kentucky","Lewis",13028,41632,22.621449635263076,42.1,757
"21137","Kentucky","Lincoln",24415,50862,18.539769656147353,41.9,730
"21139","Kentucky","Livingston",8941,59713,18.893645786390266,45.7,912
"21141","Kentucky","Logan",27731,61535,14.03502358059445,40.6,719
"21143","Kentucky","Lyon",8831,64464,10.63713426305715,47.8,809
"21145","Kentucky","McCracken",67584,62385,15.3332529466735,42.4,861
"21147","Kentucky","McCreary",16905,37355,35.14364423455332,38.7,588
"21149","Kentucky","McLean",9127,70549,9.285872208711032,43.2,602
"21151","Kentucky","Madison",94064,62407,15.810787816913392,34.7,851
"21153","Kentucky","Magoffin",11495,33632,33.380493412326466,41.9,633
"21155","Kentucky","Marion",19680,55404,19.502979991485738,39.6,731
"21157","Kentucky","Marshall",31728,63611,13.404427209565359,44.9,773
"21159","Kentucky","Martin",11181,46185,29.224956601654245,40.3,441
"21161","Kentucky","Mason",16995,51473,18.379186602870814,42.3,724
"21163","Kentucky","Meade",30032,70163,13.738791684857441,39.3,976
"21165","Kentucky","Menifee",6203,44672,28.162135764284553,45.1,634
"21167","Kentucky","Mercer",22824,63115,11.350319602272728,42.8,802
"21169","Kentucky","Metcalfe",10372,48572,25.660009741841204,41.9,549
"21171","Kentucky","Monroe",11318,49430,22.22818791946309,41.3,629
"21173","Kentucky","Montgomery",28271,57468,15.2429354094579,40.6,796
"21175","Kentucky","Morgan",13938,47493,18.205631958087753,41.8,670
"21177","Kentucky","Muhlenberg",30712,52672,17.78093883357041,42.8,712
"21179","Kentucky","Nelson",47102,67888,9.707818752958389,39.7,932
"21181","Kentucky","Nicholas",7655,53616,18.524416135881104,38.9,654
"21183","Kentucky","Ohio",23704,54369,13.069606571552098,40.9,774
"21185","Kentucky","Oldham",68600,121491,3.960778855225104,39.7,1142
"21187","Kentucky","Owen",11270,59706,17.153873744619798,42.5,775
"21189","Kentucky","Owsley",4021,31064,24.857586742620406,47.9,551
"21191","Kentucky","Pendleton",14683,66601,14.331409498644042,41.7,800
"21193","Kentucky","Perry",27847,45261,25.53144211539886,41.4,795
"21195","Kentucky","Pike",57466,42179,25.04535591049767,42.9,837
"21197","Kentucky","Powell",13057,39811,21.74942764664088,39.3,743
"21199","Kentucky","Pulaski",65503,50943,20.2705651320096,42.2,835
"21201","Kentucky","Robertson",2239,52337,27.416267942583733,39.7,543
"21203","Kentucky","Rockcastle",16144,48367,24.37376505832112,42.8,678
"21205","Kentucky","Rowan",24525,53657,24.518453508245184,31.2,815
"21207","Kentucky","Russell",18117,50520,23.440860215053764,42.2,660
"21209","Kentucky","Scott",58269,83660,10.441562098519913,36.4,1181
"21211","Kentucky","Shelby",48599,82671,8.614041777890767,40.9,998
"21213","Kentucky","Simpson",19786,57392,15.118028534370948,39.0,1011
"21215","Kentucky","Spencer",19875,98333,7.381764496258208,43.3,954
"21217","Kentucky","Taylor",26205,61871,16.63398038823294,37.7,691
"21219","Kentucky","Todd",12330,57759,21.657842488418268,36.3,841
"21221","Kentucky","Trigg",14211,54630,20.428662375327157,46.6,802
"21223","Kentucky","Trimble",8531,67813,13.164466642882624,40.9,935
"21225","Kentucky","Union",13379,60989,17.388321390455864,41.3,787
"21227","Kentucky","Warren",137549,64801,16.793069382171897,33.4,963
"21229","Kentucky","Washington",12091,59762,12.57495143991217,42.2,696
"21231","Kentucky","Wayne",19592,41933,24.316897392025716,43.4,666
"21233","Kentucky","Webster",12873,58786,13.903487816531296,39.6,774
"21235","Kentucky","Whitley",36755,41719,25.053551538000175,35.4,720
"21237","Kentucky","Wolfe",6484,29052,38.092219933449535,41.5,507
"21239","Kentucky","Woodford",27017,80006,10.045385779122542,42.3,1000
"22001","Louisiana","Acadia",57218,45266,24.378568135881707,37.0,725
"22003","Louisiana","Allen",22552,51138,20.41584893650878,38.9,739
"22005","Louisiana","Ascension",128593,92266,10.335824113786588,36.4,1283
"22007","Louisiana","Assumption",20720,52546,13.901170982945436,42.0,801
"22009","Louisiana","Avoyelles",39176,39439,27.35911785892392,38.2,739
"22011","Louisiana","Beauregard",36646,64995,14.143001459198562,36.9,882
"22013","Louisiana","Bienville",12769,34992,32.12651521233042,42.5,600
"22015","Louisiana","Bossier",129134,66336,16.42004697768955,36.2,1168
"22017","Louisiana","Caddo",232973,50067,22.296245290714758,39.2,962
"22019","Louisiana","Calcasieu",208668,67849,17.818137612448336,37.2,1096
"22021","Louisiana","Caldwell",9563,44957,25.386027426843754,40.7,756
"22023","Louisiana","Cameron",5222,72500,6.3151796060254926,43.0,-666666666
"22025","Louisiana","Catahoula",8738,47753,28.065756330372533,38.8,724
"22027","Louisiana","Claiborne",14019,31784,35.01368045767349,41.9,619
"22029","Louisiana","Concordia",18325,37349,34.77699530516432,37.7,774
"22031","Louisiana","De Soto",26897,46077,21.79535232383808,40.1,719
"22033","Louisiana","East Baton Rouge",452821,63075,18.555831220241895,34.2,1121
"22035","Louisiana","East Carroll",7195,28321,35.69326958440603,35.7,767
"22037","Louisiana","East Feliciana",19378,72899,13.538090936464918,44.6,745
"22039","Louisiana","Evangeline",32162,42273,22.95371338912134,37.7,663
"22041","Louisiana","Franklin",19590,44103,25.638956147430726,39.1,719
"22043","Louisiana","Grant",22123,61112,16.12697399904291,38.5,806
"22045","Louisiana","Iberia",69194,57811,22.638612703240145,37.8,891
"22047","Louisiana","Iberville",29950,57459,15.546606568884618,40.3,817
"22049","Louisiana","Jackson",14939,43345,24.33757192583647,41.5,719
"22051","Louisiana","Jefferson",432484,65246,16.280783410245707,39.9,1162
"22053","Louisiana","Jefferson Davis",32083,56500,17.788109416297807,37.4,847
"22055","Louisiana","Lafayette",245075,67660,17.42384284735345,36.4,1022
"22057","Louisiana","Lafourche",96670,63439,17.99025488052144,39.0,933
"22059","Louisiana","LaSalle",14804,67077,15.461818181818183,38.6,576
"22061","Louisiana","Lincoln",48160,38035,30.659353216775227,28.6,821
"22063","Louisiana","Livingston",145583,78617,13.129520098185374,36.4,1102
"22065","Louisiana","Madison",9757,37267,36.68054729327781,34.6,625
"22067","Louisiana","Morehouse",24967,36981,30.679546968687543,40.3,795
"22069","Louisiana","Natchitoches",37047,46798,24.11549644471313,33.3,767
"22071","Louisiana","Orleans",376035,55339,22.631894319624863,38.4,1211
"22073","Louisiana","Ouachita",158916,51241,24.038511613373608,36.6,923
"22075","Louisiana","Plaquemines",23070,82874,13.363383269256266,36.8,1611
"22077","Louisiana","Pointe Coupee",20438,59351,17.785467128027683,43.2,794
"22079","Louisiana","Rapides",128470,55946,18.944941687008406,37.8,942
"22081","Louisiana","Red River",7529,44539,29.38487115544472,40.4,731
"22083","Louisiana","Richland",19908,52960,23.5325141079057,39.8,836
"22085","Louisiana","Sabine",22085,52047,22.696929238985312,41.3,664
"22087","Louisiana","St. Bernard",44172,57638,22.613856865654604,35.8,1083
"22089","Louisiana","St. Charles",51863,82172,9.834947483290138,39.1,1144
"22091","Louisiana","St. Helena",10849,50193,30.004662004662002,42.4,802
"22093","Louisiana","St. James",19797,64536,10.486872291613562,40.8,821
"22095","Louisiana","St. John the Baptist",41342,67418,12.580676706434579,38.5,1118
"22097","Louisiana","St. Landry",82128,45637,23.98693946466703,37.5,742
"22099","Louisiana","St. Martin",51559,53394,16.562591758833317,39.7,865
"22101","Louisiana","St. Mary",48455,51768,22.07463498305652,39.7,839
"22103","Louisiana","St. Tammany",269331,79277,12.184055813673748,40.4,1305
"22105","Louisiana","Tangipahoa",135218,57256,19.429587297711787,35.7,974
"22107","Louisiana","Tensas",3992,36074,32.8448050248626,47.4,613
"22109","Louisiana","Terrebonne",107362,64819,16.454259033237772,37.3,1010
"22111","Louisiana","Union",20914,45743,28.599576375548004,43.5,758
"22113","Louisiana","Vermilion",57031,57537,19.197545098178335,39.4,802
"22115","Louisiana","Vernon",47764,58281,18.27090213801495,32.1,1038
"22117","Louisiana","Washington",45238,42776,24.194143417108602,41.0,772
"22119","Louisiana","Webster",36189,37396,26.850932205794713,41.2,777
"22121","Louisiana","West Baton Rouge",27666,87320,15.974725887381528,36.6,1021
"22123","Louisiana","West Carroll",9622,48514,15.737179487179487,41.4,692
"22125","Louisiana","West Feliciana",15381,74277,11.59622773314705,42.2,998
"22127","Louisiana","Winn",13506,46368,22.02181208053691,41.6,640
"23001","Maine","Androscoggin",112323,67298,12.983295319180371,40.8,966
"23003","Maine","Aroostook",67227,54254,14.430763576219793,48.4,736
"23005","Maine","Cumberland",305940,92983,7.062859993191936,42.1,1492
"23007","Maine","Franklin",30145,58522,11.77182786771828,46.1,759
"23009","Maine","Hancock",56084,69630,10.224384177898067,49.1,1000
"23011","Maine","Kennebec",125614,65062,12.31854241416768,44.0,952
"23013","Maine","Knox",40860,71903,8.758377244589962,49.2,1079
"23015","Maine","Lincoln",35840,72026,8.496043718335516,51.1,1003
"23017","Maine","Oxford",58728,57933,14.182763100909485,48.3,807
"23019","Maine","Penobscot",153571,63248,13.547312517918822,42.5,997
"23021","Maine","Piscataquis",17125,55234,16.510195539077916,51.4,807
"23023","Maine","Sagadahoc",37093,82080,11.142319544053885,47.3,1050
"23025","Maine","Somerset",50852,56199,15.560861103866138,46.9,887
"23027","Maine","Waldo",40006,68441,12.750957854406131,46.9,969
"23029","Maine","Washington",31261,52237,17.809168619426384,48.6,768
"23031","Maine","York",214731,82904,7.766164144601552,45.3,1239
"24001","Maryland","Allegany",67762,57393,17.23399385259303,41.7,786
"24003","Maryland","Anne Arundel",590936,120324,5.487057801764916,39.0,1990
"24005","Maryland","Baltimore",849586,90904,10.011242494460088,39.5,1566
"24009","Maryland","Calvert",93791,132059,4.02709016481279,40.5,1701
"24011","Maryland","Caroline",33406,66368,12.356715011097934,39.8,1070
"24013","Maryland","Carroll",174318,115876,5.316684359622524,41.3,1370
"24015","Maryland","Cecil",104366,91146,10.88915458866758,40.8,1367
"24017","Maryland","Charles",168710,120592,6.617677808644741,38.8,1897
"24019","Maryland","Dorchester",32612,60495,16.25447192409395,43.9,959
"24021","Maryland","Frederick",280341,120458,6.2932728208623026,38.9,1706
"24023","Maryland","Garrett",28713,69031,10.968732153055397,48.1,710
"24025","Maryland","Harford",262509,111317,7.001322016362348,40.5,1557
"24027","Maryland","Howard",333916,146982,5.112789681927959,39.4,2038
"24029","Maryland","Kent",19265,74402,9.54361510791367,48.4,1144
"24031","Maryland","Montgomery",1057586,128733,7.076990576475525,40.1,2030
"24033","Maryland","Prince George's",955584,100708,10.229375541776093,38.5,1761
"24035","Maryland","Queen Anne's",50951,113347,6.966198689134869,44.8,1611
"24037","Maryland","St. Mary's",114372,114580,7.449600914236737,37.0,1692
"24039","Maryland","Somerset",24685,52462,20.11777247576019,38.1,938
"24041","Maryland","Talbot",37707,84378,10.20112241883945,51.1,1248
"24043","Maryland","Washington",155033,74157,12.455327777137317,41.0,1100
"24045","Maryland","Wicomico",104117,72861,13.957732853281737,36.2,1238
"24047","Maryland","Worcester",53279,81455,8.108570776429413,50.7,1180
"24510","Maryland","Baltimore",577193,59623,20.082428480906998,36.1,1290
"25001","Massachusetts","Barnstable",230073,94452,7.4330829116901045,55.1,1596
"25003","Massachusetts","Berkshire",128047,72565,10.994128200946012,47.8,1042
"25005","Massachusetts","Bristol",578436,84198,11.645687827085077,40.9,1181
"25007","Massachusetts","Dukes",20751,102348,5.379283413062579,50.4,1371
"25009","Massachusetts","Essex",807258,99431,9.378114826479294,41.1,1673
"25011","Massachusetts","Franklin",70922,72584,12.157411905918664,47.3,1169
"25013","Massachusetts","Hampden",462853,70535,15.714625055222186,39.8,1105
"25015","Massachusetts","Hampshire",156595,86391,10.89992758014218,38.7,1332
"25017","Massachusetts","Middlesex",1622896,126779,7.516098290864721,38.9,2126
"25019","Massachusetts","Nantucket",14299,119750,3.0255902728686555,40.8,2070
"25021","Massachusetts","Norfolk",724540,126497,6.628655601975899,40.9,2072
"25023","Massachusetts","Plymouth",531889,109698,7.088959377485601,42.9,1655
"25025","Massachusetts","Suffolk",782172,92859,16.456921195630166,33.8,2069
"25027","Massachusetts","Worcester",861664,93561,10.332579761638618,40.3,1347
